Drug,Solvent,Drug SMILES,Solvent SMILES,Temperature,Solubility_log10,Solubility Unit
Losartan potassium,Cyclohexane,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=N[N-]N=N4)CO)Cl.[K+],C1CCCCC1,40,-3.537702351,mol/L
Losartan potassium,Cyclohexane,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=N[N-]N=N4)CO)Cl.[K+],C1CCCCC1,50,-3.587435302,mol/L
Losartan potassium,Cyclohexane,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=N[N-]N=N4)CO)Cl.[K+],C1CCCCC1,60,-3.562610971,mol/L
Losartan potassium,Cyclohexane,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=N[N-]N=N4)CO)Cl.[K+],C1CCCCC1,70,-3.608704895,mol/L
Lutein,Cyclohexane,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)O)C)C)C,C1CCCCC1,25,-4.056011125,mol/L
Methyl p-aminobenzoate,Cyclohexane,COC(=O)C1=CC=C(C=C1)N,C1CCCCC1,25,-2.396314126,mol/L
Methyl p-hydroxybenzoate,Cyclohexane,COC(=O)C1=CC=C(C=C1)O,C1CCCCC1,25,-2.928117993,mol/L
Naproxen,Cyclohexane,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1CCCCC1,20,-3.484126156,mol/L
Naproxen,Cyclohexane,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1CCCCC1,25,-2.943869569,mol/L
Naproxen,Cyclohexane,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1CCCCC1,25,-3.268089058,mol/L
Naproxen,Cyclohexane,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1CCCCC1,30,-3.11407366,mol/L
Naproxen,Cyclohexane,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1CCCCC1,35,-2.968591536,mol/L
Naproxen,Cyclohexane,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1CCCCC1,40,-2.830031826,mol/L
n-Butyl p-aminobenzoate,Cyclohexane,CCCCOC(=O)C1=CC=C(C=C1)N,C1CCCCC1,25,-1.452451617,mol/L
Niflumic acid,Cyclohexane,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,C1CCCCC1,25,-3.81249338,mol/L
n-Propyl p-aminobenzoate,Cyclohexane,CCCOC(=O)C1=CC=C(C=C1)N,C1CCCCC1,25,-1.713765832,mol/L
p-Aminobenzoic acid,Cyclohexane,C1=CC(=CC=C1C(=O)O)N,C1CCCCC1,25,-5.067526235,mol/L
Paracetamol,Cyclohexane,CC(=O)NC1=CC=C(C=C1)O,C1CCCCC1,25,-3.555955204,mol/L
Paracetamol,Cyclohexane,CC(=O)NC1=CC=C(C=C1)O,C1CCCCC1,25,-3.720976763,mol/L
Paracetamol,Cyclohexane,CC(=O)NC1=CC=C(C=C1)O,C1CCCCC1,30,-3.455931956,mol/L
Paracetamol,Cyclohexane,CC(=O)NC1=CC=C(C=C1)O,C1CCCCC1,35,-3.327902142,mol/L
Paracetamol,Cyclohexane,CC(=O)NC1=CC=C(C=C1)O,C1CCCCC1,40,-3.247183569,mol/L
Phenacetin,Cyclohexane,CCOC1=CC=C(C=C1)NC(=O)C,C1CCCCC1,25,-3.024568191,mol/L
Phenacetin,Cyclohexane,CCOC1=CC=C(C=C1)NC(=O)C,C1CCCCC1,25,-3.49390104,mol/L
Phenacetin,Cyclohexane,CCOC1=CC=C(C=C1)NC(=O)C,C1CCCCC1,30,-3.27083521,mol/L
Phenacetin,Cyclohexane,CCOC1=CC=C(C=C1)NC(=O)C,C1CCCCC1,35,-3.032031037,mol/L
Phenacetin,Cyclohexane,CCOC1=CC=C(C=C1)NC(=O)C,C1CCCCC1,40,-2.829738285,mol/L
Phenol,Cyclohexane,C1=CC=C(C=C1)O,C1CCCCC1,25,0.195899652,mol/L
Phenothiazine,Cyclohexane,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,C1CCCCC1,25,-2.030807676,mol/L
Piroxicam,Cyclohexane,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,C1CCCCC1,25,-3.769155285,mol/L
Propyl p-hydroxybenzoate,Cyclohexane,CCCOC(=O)C1=CC=C(C=C1)O,C1CCCCC1,25,-2.518557371,mol/L
Salicylic acid,Cyclohexane,C1=CC=C(C(=C1)C(=O)O)O,C1CCCCC1,25,-2.28070369,mol/L
Salicylic acid,Cyclohexane,C1=CC=C(C(=C1)C(=O)O)O,C1CCCCC1,25,-2.145693958,mol/L
Sodium benzoate,Cyclohexane,C1=CC=C(C=C1)C(=O)[O-].[Na+],C1CCCCC1,25,-5.177178355,mol/L
Sodium diclofenac,Cyclohexane,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],C1CCCCC1,25,-4.517126416,mol/L
Sodium diclofenac,Cyclohexane,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],C1CCCCC1,25,-4.517126416,mol/L
Sodium ibuprofen,Cyclohexane,CC(C)CC1=CC=C(C=C1)C(C)C(=O)[O-].[Na+],C1CCCCC1,25,-4.092588639,mol/L
Sodium p-aminobenzoate,Cyclohexane,C1=CC(=CC=C1C(=O)[O-])N.[Na+],C1CCCCC1,25,-6.021819483,mol/L
Sodium salicylate,Cyclohexane,C1=CC=C(C(=C1)C(=O)[O-])O.[Na+],C1CCCCC1,25,-3.503486866,mol/L
Temazepam,Cyclohexane,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,C1CCCCC1,25,-1.823636553,mol/L
Androstanolone acetate,Cyclohexane,CC(=O)OC1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C,C1CCCCC1,25,-1.173866947,mol/L
Nandrolone acetate,Cyclohexane,CC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C,C1CCCCC1,25,-0.437440303,mol/L
Testosterone acetate,Cyclohexane,CC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,C1CCCCC1,25,-1.418215084,mol/L
Nandrolone propionate,Cyclohexane,CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C,C1CCCCC1,25,-0.059631927,mol/L
Testosterone butyrate,Cyclohexane,CCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,C1CCCCC1,25,-0.869764618,mol/L
Testosterone formate,Cyclohexane,CC12CCC3C(C1CCC2OC=O)CCC4=CC(=O)CCC34C,C1CCCCC1,25,-1.418215084,mol/L
Testosterone propionate,Cyclohexane,CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,C1CCCCC1,25,-0.937591437,mol/L
Testosterone valerate,Cyclohexane,CCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,C1CCCCC1,25,-0.758854722,mol/L
Xanthene,Cyclohexane,C1C2=CC=CC=C2OC3=CC=CC=C31,C1CCCCC1,25,-0.379808259,mol/L
"1H-1,2,4-Triazole",Ethyl Formate,C1=NC=NN1,CCOC=O,10.06,-0.578081975,mol/L
"1H-1,2,4-Triazole",Ethyl Formate,C1=NC=NN1,CCOC=O,15.08,-0.504160791,mol/L
"1H-1,2,4-Triazole",Ethyl Formate,C1=NC=NN1,CCOC=O,20.14,-0.436320349,mol/L
"1H-1,2,4-Triazole",Ethyl Formate,C1=NC=NN1,CCOC=O,25.09,-0.371602431,mol/L
"1H-1,2,4-Triazole",Ethyl Formate,C1=NC=NN1,CCOC=O,30.11,-0.304811663,mol/L
"1H-1,2,4-Triazole",Ethyl Formate,C1=NC=NN1,CCOC=O,35.02,-0.236865457,mol/L
"1H-1,2,4-Triazole",Ethyl Formate,C1=NC=NN1,CCOC=O,40.09,-0.163644428,mol/L
"1H-1,2,4-Triazole",Ethyl Formate,C1=NC=NN1,CCOC=O,45.12,-0.088119754,mol/L
"1H-1,2,4-Triazole",Ethyl Formate,C1=NC=NN1,CCOC=O,50.16,-0.009991008,mol/L
2-(4-Ethylbenzoyl)benzoic acid,Ethyl Formate,CCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,CCOC=O,7.45,-1.759176684,mol/L
2-(4-Ethylbenzoyl)benzoic acid,Ethyl Formate,CCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,CCOC=O,16.53,-1.473375203,mol/L
2-(4-Ethylbenzoyl)benzoic acid,Ethyl Formate,CCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,CCOC=O,21.76,-1.324476088,mol/L
2-(4-Ethylbenzoyl)benzoic acid,Ethyl Formate,CCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,CCOC=O,26.5,-1.204766221,mol/L
2-(4-Ethylbenzoyl)benzoic acid,Ethyl Formate,CCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,CCOC=O,31.45,-1.125148279,mol/L
2-(4-Ethylbenzoyl)benzoic acid,Ethyl Formate,CCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,CCOC=O,36.44,-1.027582396,mol/L
2-(4-Ethylbenzoyl)benzoic acid,Ethyl Formate,CCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,CCOC=O,41.15,-0.962598999,mol/L
2-(4-Ethylbenzoyl)benzoic acid,Ethyl Formate,CCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,CCOC=O,45.52,-0.901548341,mol/L
2-(4-Ethylbenzoyl)benzoic acid,Ethyl Formate,CCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,CCOC=O,49.76,-0.847899238,mol/L
Betulin,Ethyl Formate,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,CCOC=O,5.05,-2.427215962,mol/L
Betulin,Ethyl Formate,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,CCOC=O,15.05,-2.383324242,mol/L
Betulin,Ethyl Formate,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,CCOC=O,25.05,-2.406088755,mol/L
Betulin,Ethyl Formate,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,CCOC=O,35.05,-2.309144471,mol/L
Chlorpheniramine maleate,Ethyl Formate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCOC=O,9.75,-1.887259001,mol/L
Chlorpheniramine maleate,Ethyl Formate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCOC=O,15.5,-1.716735665,mol/L
Chlorpheniramine maleate,Ethyl Formate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCOC=O,20.5,-1.550552535,mol/L
Chlorpheniramine maleate,Ethyl Formate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCOC=O,25.5,-1.416787188,mol/L
Chlorpheniramine maleate,Ethyl Formate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCOC=O,30,-1.294729736,mol/L
Chlorpheniramine maleate,Ethyl Formate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCOC=O,34.95,-1.176152849,mol/L
Chlorpheniramine maleate,Ethyl Formate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCOC=O,40,-1.053641325,mol/L
Chlorpheniramine maleate,Ethyl Formate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCOC=O,45,-0.941502255,mol/L
Chlorpheniramine maleate,Ethyl Formate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCOC=O,49.95,-0.828950482,mol/L
Chlorpheniramine maleate,Ethyl Formate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCOC=O,54.95,-0.7236404,mol/L
Diclofenac,Ethyl Formate,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],CCOC=O,25,-1.298854358,mol/L
Ibuprofen,Ethyl Formate,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CCOC=O,25,0.066930314,mol/L
Naproxen,Ethyl Formate,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC=O,25,-0.776471728,mol/L
Niflumic acid,Ethyl Formate,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,CCOC=O,25,-0.635063886,mol/L
p-Aminobenzoic acid,Ethyl Formate,C1=CC(=CC=C1C(=O)O)N,CCOC=O,25,-1.438753426,mol/L
Piroxicam,Ethyl Formate,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,CCOC=O,25,-0.955401473,mol/L
Salicylic acid,Ethyl Formate,C1=CC=C(C(=C1)C(=O)O)O,CCOC=O,25,-1.022835541,mol/L
Sodium ibuprofen,Ethyl Formate,CC(C)CC1=CC=C(C=C1)C(C)C(=O)[O-].[Na+],CCOC=O,25,-3.333025501,mol/L
Sodium benzoate,Ethyl Formate,C1=CC=C(C=C1)C(=O)[O-].[Na+],CCOC=O,25,-3.507962174,mol/L
Sodium diclofenac,Ethyl Formate,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],CCOC=O,25,-2.418641402,mol/L
Sodium diclofenac,Ethyl Formate,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],CCOC=O,25,-2.418782971,mol/L
Sodium p-aminobenzoate,Ethyl Formate,C1=CC(=CC=C1C(=O)[O-])N.[Na+],CCOC=O,25,-3.495968412,mol/L
Sodium salicylate,Ethyl Formate,C1=CC=C(C(=C1)C(=O)[O-])O.[Na+],CCOC=O,25,-3.167901945,mol/L
Benzoic acid,Acetophenone,C1=CC=C(C=C1)C(=O)O,CC(=O)C1=CC=CC=C1,25,0.297146052,mol/L
Diclofenac,Acetophenone,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],CC(=O)C1=CC=CC=C1,25,-0.396362975,mol/L
Ibuprofen,Acetophenone,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(=O)C1=CC=CC=C1,25,-1.578810347,mol/L
Naproxen,Acetophenone,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(=O)C1=CC=CC=C1,25,0.555350086,mol/L
Niflumic acid,Acetophenone,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,CC(=O)C1=CC=CC=C1,25,-2.190862463,mol/L
p-Aminobenzoic acid,Acetophenone,C1=CC(=CC=C1C(=O)O)N,CC(=O)C1=CC=CC=C1,25,-1.428000626,mol/L
p-Hydroxybenzoic acid,Acetophenone,C1=CC(=CC=C1C(=O)O)O,CC(=O)C1=CC=CC=C1,25,-0.708787302,mol/L
Piroxicam,Acetophenone,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,CC(=O)C1=CC=CC=C1,25,-2.756104384,mol/L
Salicylic acid,Acetophenone,C1=CC=C(C(=C1)C(=O)O)O,CC(=O)C1=CC=CC=C1,25,0.189058929,mol/L
Sodium ibuprofen,Acetophenone,CC(C)CC1=CC=C(C=C1)C(C)C(=O)[O-].[Na+],CC(=O)C1=CC=CC=C1,25,-3.435423881,mol/L
Sodium benzoate,Acetophenone,C1=CC=C(C=C1)C(=O)[O-].[Na+],CC(=O)C1=CC=CC=C1,25,-3.547044233,mol/L
Sodium diclofenac,Acetophenone,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],CC(=O)C1=CC=CC=C1,25,-3.361000871,mol/L
Sodium diclofenac,Acetophenone,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],CC(=O)C1=CC=CC=C1,25,-3.361000871,mol/L
Sodium p-aminobenzoate,Acetophenone,C1=CC(=CC=C1C(=O)[O-])N.[Na+],CC(=O)C1=CC=CC=C1,25,-3.633905924,mol/L
Sodium salicylate,Acetophenone,C1=CC=C(C(=C1)C(=O)[O-])O.[Na+],CC(=O)C1=CC=CC=C1,25,-3.407902111,mol/L
Temazepam,Acetophenone,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,CC(=O)C1=CC=CC=C1,25,-0.223570045,mol/L
"1H-1,2,4-Triazole",Butyl Acetate,C1=NC=NN1,CCCCOC(=O)C,10.05,-0.965187687,mol/L
"1H-1,2,4-Triazole",Butyl Acetate,C1=NC=NN1,CCCCOC(=O)C,15.08,-0.893196048,mol/L
"1H-1,2,4-Triazole",Butyl Acetate,C1=NC=NN1,CCCCOC(=O)C,20.11,-0.806359997,mol/L
"1H-1,2,4-Triazole",Butyl Acetate,C1=NC=NN1,CCCCOC(=O)C,25.07,-0.729812506,mol/L
"1H-1,2,4-Triazole",Butyl Acetate,C1=NC=NN1,CCCCOC(=O)C,30.09,-0.662680672,mol/L
"1H-1,2,4-Triazole",Butyl Acetate,C1=NC=NN1,CCCCOC(=O)C,35.02,-0.60129931,mol/L
"1H-1,2,4-Triazole",Butyl Acetate,C1=NC=NN1,CCCCOC(=O)C,40.13,-0.535998494,mol/L
"1H-1,2,4-Triazole",Butyl Acetate,C1=NC=NN1,CCCCOC(=O)C,45.06,-0.470132853,mol/L
"1H-1,2,4-Triazole",Butyl Acetate,C1=NC=NN1,CCCCOC(=O)C,50.01,-0.401159615,mol/L
"1H-1,2,4-Triazole",Butyl Acetate,C1=NC=NN1,CCCCOC(=O)C,55.09,-0.326450509,mol/L
"1H-1,2,4-Triazole",Butyl Acetate,C1=NC=NN1,CCCCOC(=O)C,60.04,-0.25202846,mol/L
"1H-1,2,4-Triazole",Butyl Acetate,C1=NC=NN1,CCCCOC(=O)C,65.03,-0.175988176,mol/L
"1H-1,2,4-Triazole",Butyl Acetate,C1=NC=NN1,CCCCOC(=O)C,70.08,-0.096979131,mol/L
"1H-1,2,4-Triazole",Butyl Acetate,C1=NC=NN1,CCCCOC(=O)C,75.03,-0.015419107,mol/L
"1H-1,2,4-Triazole",Butyl Acetate,C1=NC=NN1,CCCCOC(=O)C,80.04,0.07608152,mol/L
"1H-1,2,4-Triazole",Butyl Acetate,C1=NC=NN1,CCCCOC(=O)C,85.03,0.180560287,mol/L
"1H-1,2,4-Triazole",Butyl Acetate,C1=NC=NN1,CCCCOC(=O)C,90.11,0.306892346,mol/L
2-Hydroxybenzoic acid,Butyl Acetate,C1=CC=C(C(=C1)C(=O)O)O,CCCCOC(=O)C,25,0.077559005,mol/L
Acetylsalicylic acid,Butyl Acetate,CC(=O)OC1=CC=CC=C1C(=O)O,CCCCOC(=O)C,25,-0.581402134,mol/L
Benzoic acid,Butyl Acetate,C1=CC=C(C=C1)C(=O)O,CCCCOC(=O)C,25,0.190489034,mol/L
Chlorpheniramine maleate,Butyl Acetate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCCCOC(=O)C,10,-2.903018421,mol/L
Chlorpheniramine maleate,Butyl Acetate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCCCOC(=O)C,15,-2.78824424,mol/L
Chlorpheniramine maleate,Butyl Acetate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCCCOC(=O)C,21.8,-2.554448258,mol/L
Chlorpheniramine maleate,Butyl Acetate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCCCOC(=O)C,25.56,-2.465912564,mol/L
Chlorpheniramine maleate,Butyl Acetate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCCCOC(=O)C,30.16,-2.38052568,mol/L
Chlorpheniramine maleate,Butyl Acetate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCCCOC(=O)C,34.95,-2.311408274,mol/L
Chlorpheniramine maleate,Butyl Acetate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCCCOC(=O)C,40,-2.17546201,mol/L
Chlorpheniramine maleate,Butyl Acetate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCCCOC(=O)C,45,-2.110083827,mol/L
Chlorpheniramine maleate,Butyl Acetate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCCCOC(=O)C,49.9,-2.000415819,mol/L
Chlorpheniramine maleate,Butyl Acetate,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CCCCOC(=O)C,54.5,-1.929680802,mol/L
Haloperidol,Butyl Acetate,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,CCCCOC(=O)C,25,-1.424166472,mol/L
Hydrocortisone,Butyl Acetate,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,CCCCOC(=O)C,25,-2.389339837,mol/L
Hydroquinone,Butyl Acetate,C1=CC(=CC=C1O)O,CCCCOC(=O)C,6.4,-0.080784518,mol/L
Hydroquinone,Butyl Acetate,C1=CC(=CC=C1O)O,CCCCOC(=O)C,10.8,-0.065724443,mol/L
Hydroquinone,Butyl Acetate,C1=CC(=CC=C1O)O,CCCCOC(=O)C,17.7,-0.028571253,mol/L
Hydroquinone,Butyl Acetate,C1=CC(=CC=C1O)O,CCCCOC(=O)C,24.05,0.002910955,mol/L
Hydroquinone,Butyl Acetate,C1=CC(=CC=C1O)O,CCCCOC(=O)C,29.7,0.033135594,mol/L
Hydroquinone,Butyl Acetate,C1=CC(=CC=C1O)O,CCCCOC(=O)C,37.85,0.07348708,mol/L
Hydroquinone,Butyl Acetate,C1=CC(=CC=C1O)O,CCCCOC(=O)C,43.8,0.108827956,mol/L
Hydroquinone,Butyl Acetate,C1=CC(=CC=C1O)O,CCCCOC(=O)C,49.9,0.144556808,mol/L
Hydroquinone,Butyl Acetate,C1=CC(=CC=C1O)O,CCCCOC(=O)C,56.8,0.183679237,mol/L
Hydroquinone,Butyl Acetate,C1=CC(=CC=C1O)O,CCCCOC(=O)C,62.95,0.22176686,mol/L
Hydroquinone,Butyl Acetate,C1=CC(=CC=C1O)O,CCCCOC(=O)C,71.55,0.290546274,mol/L
Losartan potassium,Butyl Acetate,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=N[N-]N=N4)CO)Cl.[K+],CCCCOC(=O)C,20,-1.685944303,mol/L
Losartan potassium,Butyl Acetate,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=N[N-]N=N4)CO)Cl.[K+],CCCCOC(=O)C,30,-1.74296211,mol/L
Losartan potassium,Butyl Acetate,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=N[N-]N=N4)CO)Cl.[K+],CCCCOC(=O)C,40,-2.134277966,mol/L
Losartan potassium,Butyl Acetate,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=N[N-]N=N4)CO)Cl.[K+],CCCCOC(=O)C,50,-2.038702567,mol/L
Losartan potassium,Butyl Acetate,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=N[N-]N=N4)CO)Cl.[K+],CCCCOC(=O)C,60,-1.833501772,mol/L
Losartan potassium,Butyl Acetate,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=N[N-]N=N4)CO)Cl.[K+],CCCCOC(=O)C,70,-2.162572558,mol/L
Lovastatin,Butyl Acetate,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CCCCOC(=O)C,5.95,-1.683702861,mol/L
Lovastatin,Butyl Acetate,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CCCCOC(=O)C,10,-1.615395635,mol/L
Lovastatin,Butyl Acetate,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CCCCOC(=O)C,11.95,-1.509208334,mol/L
Lovastatin,Butyl Acetate,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CCCCOC(=O)C,15.1,-1.54340238,mol/L
Lovastatin,Butyl Acetate,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CCCCOC(=O)C,15.15,-1.463468033,mol/L
Lovastatin,Butyl Acetate,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CCCCOC(=O)C,18.05,-1.424696251,mol/L
Lovastatin,Butyl Acetate,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CCCCOC(=O)C,19.8,-1.474215863,mol/L
Lovastatin,Butyl Acetate,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CCCCOC(=O)C,21.45,-1.372292957,mol/L
Lovastatin,Butyl Acetate,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CCCCOC(=O)C,24.05,-1.331871045,mol/L
Lovastatin,Butyl Acetate,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CCCCOC(=O)C,25.1,-1.395723552,mol/L
Lovastatin,Butyl Acetate,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CCCCOC(=O)C,27.15,-1.285745242,mol/L
Lovastatin,Butyl Acetate,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CCCCOC(=O)C,29.9,-1.311400704,mol/L
Lovastatin,Butyl Acetate,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CCCCOC(=O)C,29.95,-1.243411598,mol/L
Lovastatin,Butyl Acetate,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CCCCOC(=O)C,33.15,-1.194721688,mol/L
